Symbol,Name,Currency,Last Price,ADT (Value),Turnover Rate %,Market Cap,Exchange,Board
LUCY.US,"Lucyd, Inc",USD,1.74,10394242.2,112.6218280757873,9309318.42,NASD,SecurityBoard.Unknown
LLYX.US,Defiance Daily Target 2X Long LLY ETF,USD,26.88,10391472.1,22.931580315691736,48249600.0,AMEX,SecurityBoard.Unknown
ASHGY.US,,USD,75.54,10351833.741421053,0.015620660839169364,31475670669.300003,OTC,SecurityBoard.Unknown
GRRR.US,Gorilla Technology Group Inc.,USD,13.17,10345539.7,3.56384356944196,298550927.55,NASD,SecurityBoard.Unknown
NAT.US,Nordic American Tankers Limited,USD,3.76,10345528.8,1.3758594150580454,796182492.88,NYSE,SecurityBoard.Unknown
DAKT.US,"Daktronics, Inc.",USD,20.67,10344616.033333333,1.1048513892085328,1007617377.3900001,NASD,SecurityBoard.Unknown
TRMD.US,TORM plc,USD,22.07,10324632.1,0.5135929469055501,2161810108.03,NASD,SecurityBoard.Unknown
EQWL.US,Invesco S&P 100 Equal Weight ETF,USD,119.52,10323340.733333332,0.6328177649046585,1650571200.0,AMEX,SecurityBoard.Unknown
MH.US,"McGraw Hill, Inc.",USD,14.63,10316750.5,0.3225895810807662,2794352222.9700003,NYSE,SecurityBoard.Unknown
DEFT.US,DeFi Technologies Inc.,USD,1.01,10313857.933333334,2.671103271435842,342706507.74,NASD,SecurityBoard.Unknown
KODK.US,Eastman Kodak Company,USD,8.11,10312975.233333332,1.247388243430152,781804000.0,NYSE,SecurityBoard.Unknown
AHL.US,Aspen Insurance Holdings Limited,USD,37.2,10302990.7,0.3026672607248551,3416387215.2000003,NYSE,SecurityBoard.Unknown
ADYEY.US,Adyen N.V.,USD,16.97,10285600.657633333,0.02054373282811795,53469323762.0,OTC,SecurityBoard.Unknown
CTMX.US,"CytomX Therapeutics, Inc.",USD,4.3,10279897.4,1.4835018385621257,728572198.5,NASD,SecurityBoard.Unknown
ARKF.US,ARK Blockchain & Fintech Innovation ETF,USD,49.41,10278304.6,0.8612486968449931,1200663000.0,AMEX,SecurityBoard.Unknown
AVBP.US,"ArriVent BioPharma, Inc.",USD,19.64,10274529.1,1.1177467396645828,810765930.0400001,NASD,SecurityBoard.Unknown
VAW.US,Vanguard Materials ETF,USD,214.95,10273327.866666667,0.35580790442015686,3013316985.6,AMEX,SecurityBoard.Unknown
CIM.US,Chimera Investment Corporation,USD,12.48,10260789.5,0.9691727765953497,1037729559.36,NYSE,SecurityBoard.Unknown
NTGR.US,"NETGEAR, Inc.",USD,24.01,10259254.633333333,1.4425966776814432,681950147.5500001,NASD,SecurityBoard.Unknown
DTCR.US,Global X Data Center & Dgtl Infrs ETF,USD,22.45,10245981.966666667,3.1025139067180145,349771000.0,NASD,SecurityBoard.Unknown
FIHL.US,Fidelis Insurance Holdings Limited,USD,19.11,10233345.233333332,0.5240356767878296,1968841460.04,NYSE,SecurityBoard.Unknown
TNXP.US,Tonix Pharmaceuticals Holding Corp.,USD,15.63,10229893.766666668,4.721582802428316,199877518.47,NASD,SecurityBoard.Unknown
CMPX.US,"Compass Therapeutics, Inc.",USD,5.45,10216676.433333334,1.107706763374096,969348455.9,NASD,SecurityBoard.Unknown
NBN.US,Northeast Bank,USD,106.75,10211150.2,1.1825042586519925,914095980.0,NASD,SecurityBoard.Unknown
OTLK.US,"Outlook Therapeutics, Inc.",USD,0.59,10200890.366666667,15.070600495425893,37827495.41,NASD,SecurityBoard.Unknown
IBTI.US,iShares iBonds Dec 2028 Term Tr ETF,USD,22.385,10184955.766666668,0.9604917018284106,1061049000.0000001,NASD,SecurityBoard.Unknown
NBTB.US,NBT Bancorp Inc.,USD,42.59,10182706.233333332,0.4544384776840385,2228104069.8700004,NASD,SecurityBoard.Unknown
BSCV.US,Invesco BulletShares 2031 Corp Bd ETF,USD,16.73,10182562.166666666,0.9539053729786124,1069047000.0,NASD,SecurityBoard.Unknown
CARS.US,Cars.com Inc.,USD,12.14,10170585.0,1.3577697064359255,726133073.52,NYSE,SecurityBoard.Unknown
MVLL.US,GraniteShares 2x Long MRVL Daily ETF,USD,21.2,10161637.266666668,44.797098373594395,19080021.2,NASD,SecurityBoard.Unknown
ARI.US,"Apollo Commercial Real Estate Finance, Inc.",USD,9.76,10148955.2,0.7297298191430079,1356091790.56,NYSE,SecurityBoard.Unknown
VIV.US,Telefônica Brasil S.A.,USD,12.14,10142582.833333334,0.05136668196863471,19454135437.64,NYSE,SecurityBoard.Unknown
GOOS.US,Canada Goose Holdings Inc.,USD,13.0,10141490.8,0.7928147151855895,1261884676.0,NYSE,SecurityBoard.Unknown
NAD.US,Nuveen Quality Muni Income Fund,USD,12.1,10130188.166666666,0.36053669680809636,2824196325.5,NYSE,SecurityBoard.Unknown
TFSL.US,TFS Financial Corporation,USD,13.55,10126096.2,0.2593950055090698,3775996982.2000003,NASD,SecurityBoard.Unknown
CCRN.US,"Cross Country Healthcare, Inc.",USD,8.3,10112404.533333333,3.786708844994645,271907601.6,NASD,SecurityBoard.Unknown
QLTY.US,GMO U.S. Quality ETF,USD,39.49,10104916.366666667,0.40537146888291575,2556345660.0,AMEX,SecurityBoard.Unknown
FLNG.US,FLEX LNG Ltd.,USD,25.71,10095523.266666668,0.7353506742350076,1390596515.28,NYSE,SecurityBoard.Unknown
EVER.US,"EverQuote, Inc.",USD,25.21,10083243.866666667,1.0471288813136879,906448768.4100001,NASD,SecurityBoard.Unknown
RGNX.US,REGENXBIO Inc.,USD,15.24,10080076.6045,1.4599509006621998,771495830.64,NASD,SecurityBoard.Unknown
RNW.US,ReNew Energy Global Plc,USD,5.38,10079484.533333333,0.4670511260750995,1959383174.08,NASD,SecurityBoard.Unknown
VTC.US,Vanguard Total Corporate Bond ETF,USD,77.87,10059255.4,0.8359495472186288,1203870200.0,NASD,SecurityBoard.Unknown
SRFM.US,Surf Air Mobility Inc.,USD,3.05,10031281.066666666,6.892998668479285,192831522.5,NYSE,SecurityBoard.Unknown
FXE.US,Invesco CurrencyShares® Euro Currency,USD,107.76,10022823.033333333,3.9586595744680855,253236000.0,AMEX,SecurityBoard.Unknown
BLDP.US,Ballard Power Systems Inc.,USD,2.71,10017995.466666667,1.2328378453219233,814565675.4,NASD,SecurityBoard.Unknown
AMDY.US,YieldMax AMD Option Income Strategy ETF,USD,36.97,10007462.728133332,3.2988667474747477,762506250.0,AMEX,SecurityBoard.Unknown
EVTV.US,"Envirotech Vehicles, Inc.",USD,0.5007,9999410.433333334,307.614172437605,2418138.1605,NASD,SecurityBoard.Unknown
FMS.US,Fresenius Medical Care AG,USD,22.85,9990146.933333334,0.07519214236031965,12883032633.800001,NYSE,SecurityBoard.Unknown
LDI.US,"loanDepot, Inc.",USD,2.4,9967646.866666667,1.1928145838202007,799766217.6,NYSE,SecurityBoard.Unknown
AVXL.US,Anavex Life Sciences Corp.,USD,4.1,9955533.766666668,2.874890492457029,366327238.7,NASD,SecurityBoard.Unknown
MLAB.US,"Mesa Laboratories, Inc.",USD,87.89,9955254.633333333,2.279860253854418,485354859.11,NASD,SecurityBoard.Unknown
GPRE.US,Green Plains Inc.,USD,9.57,9942515.0,1.4474742732547747,668321351.94,NASD,SecurityBoard.Unknown
WBI.US,WaterBridge Infrastructure LLC,USD,18.76,9928645.1,0.38877269720410945,2316015800.0,NYSE,SecurityBoard.Unknown
OFG.US,OFG Bancorp,USD,41.34,9909865.0,0.5437992850556987,1817108753.46,NYSE,SecurityBoard.Unknown
IART.US,Integra LifeSciences Holdings Corporation,USD,13.15,9898723.633333333,0.975517875830412,1024281259.65,NASD,SecurityBoard.Unknown
MESHU.US,,USD,10.0,9897161.789473685,2.6318766315789475,375000000.0,NASD,SecurityBoard.Unknown
EBS.US,Emergent BioSolutions Inc.,USD,13.9,9892124.533333333,1.5626320688262467,730027499.6,NYSE,SecurityBoard.Unknown
ECO.US,Okeanis Eco Tankers Corp.,USD,36.4,9889811.266666668,0.8748557344716617,1171865531.2,NYSE,SecurityBoard.Unknown
TBPH.US,"Theravance Biopharma, Inc.",USD,18.88,9880718.966666667,1.0506265889105129,956695497.28,NASD,SecurityBoard.Unknown
IAUX.US,i-80 Gold Corp.,USD,1.53,9876827.066666666,0.8517509066763141,1248552355.23,AMEX,SecurityBoard.Unknown
EFSC.US,Enterprise Financial Services Corp,USD,54.36,9867204.6,0.47842677952060025,2011913013.24,NASD,SecurityBoard.Unknown
CTEV.US,Claritev Corporation,USD,32.68,9863997.866666667,1.4921933854236886,540058045.92,NYSE,SecurityBoard.Unknown
PDO.US,PIMCO Dynamic Income Opportunities Fund,USD,14.0,9858538.133333333,0.557658023202924,1780970198.0,NYSE,SecurityBoard.Unknown
DFGP.US,Dimensional Global Core Pls Fxd Inc ETF,USD,54.325,9850186.0,0.6094665544332212,1613452500.0,NASD,SecurityBoard.Unknown
BDYN.US,iShares Dynamic Equity Active ETF,USD,26.013,9848167.5,0.0,0.0,NASD,SecurityBoard.Unknown
DM.US,"Desktop Metal, Inc.",USD,4.96,9826441.133333333,6.921760288606793,165373438.24,NYSE,SecurityBoard.Unknown
DEM.US,WisdomTree Emerging Markets High Div ETF,USD,47.4,9821647.933333334,0.31165066864784546,3190020000.0,AMEX,SecurityBoard.Unknown
UTF.US,Cohen & Steers Infrastructure,USD,23.93,9810972.966666667,0.4231345924099319,2312590844.74,NYSE,SecurityBoard.Unknown
EMA.US,Emera Incorporated,USD,48.85,9801268.6,0.06793720904332332,14620805000.0,NYSE,SecurityBoard.Unknown
ECC.US,Eagle Point Credit Co LLC,USD,5.85,9799977.733333332,1.3857899604837538,703073358.0,NYSE,SecurityBoard.Unknown
PLG.US,Platinum Group Metals Ltd.,USD,2.59,9795615.8,3.398782291439447,290476124.96,AMEX,SecurityBoard.Unknown
USLM.US,"United States Lime & Minerals, Inc.",USD,127.36,9791693.633333333,0.2754844307925932,3637451525.12,NASD,SecurityBoard.Unknown
DON.US,WisdomTree US MidCap Dividend ETF,USD,52.51,9788040.666666666,0.25662666666666667,3833230000.0,AMEX,SecurityBoard.Unknown
RES.US,"RPC, Inc.",USD,5.64,9787358.1,0.8091406044897301,1223235675.12,NYSE,SecurityBoard.Unknown
USDU.US,WisdomTree Bloomberg US Dllr Bullish ETF,USD,25.86,9776297.033333333,7.365678000000001,129300000.0,AMEX,SecurityBoard.Unknown
FDMT.US,"4D Molecular Therapeutics, Inc.",USD,7.77,9774798.433333334,1.8162820299089482,443939532.75,NASD,SecurityBoard.Unknown
HOOY.US,YieldMax HOOD Option Income Strategy ETF,USD,48.57,9769159.466666667,13.29947619047619,67998000.0,AMEX,SecurityBoard.Unknown
TSLX.US,"Sixth Street Specialty Lending, Inc.",USD,21.2,9763007.066666666,0.47351986292184184,1997895377.6,NYSE,SecurityBoard.Unknown
CRF.US,Cornerstone Total Return,USD,8.09,9759282.666666666,0.7941703643042853,1245248428.36,AMEX,SecurityBoard.Unknown
HRTG.US,"Heritage Insurance Holdings, Inc.",USD,26.45,9758789.066666666,1.185426123823511,772884737.75,NYSE,SecurityBoard.Unknown
PSO.US,Pearson plc,USD,14.13,9743706.866666667,0.11231601250497206,8982553912.83,NYSE,SecurityBoard.Unknown
CODI.US,Compass Diversified,USD,4.74,9742175.266666668,2.3053378486560536,356618478.84000003,NYSE,SecurityBoard.Unknown
EVGO.US,"EVgo, Inc.",USD,3.11,9740007.9,1.005296261203059,957826299.63,NASD,SecurityBoard.Unknown
SLQD.US,iShares 0-5 Year Invmt Grade Corp Bd ETF,USD,50.75,9732461.2,0.42461570796460174,2293900000.0,NASD,SecurityBoard.Unknown
AMPH.US,"Amphastar Pharmaceuticals, Inc.",USD,27.33,9720459.966666667,0.7939778141218446,1255872915.4199998,NASD,SecurityBoard.Unknown
DIVB.US,iShares Core Dividend ETF,USD,53.61,9716878.166666666,0.988630072463768,986424000.0,AMEX,SecurityBoard.Unknown
UPXI.US,"Upexi, Inc.",USD,2.15,9696994.133333333,6.632181520202092,135897378.45,NASD,SecurityBoard.Unknown
PCSA.US,"Processa Pharmaceuticals, Inc.",USD,3.435,9686642.823,115.66731309942884,7782913.08,NASD,SecurityBoard.Unknown
CDRE.US,"Cadre Holdings, Inc.",USD,43.4,9682457.033333333,0.5612224815036263,1765584391.2,NYSE,SecurityBoard.Unknown
APEI.US,"American Public Education, Inc.",USD,39.4,9676973.1514,1.460765432330865,712550182.0,NASD,SecurityBoard.Unknown
MTBA.US,Simplify MBS ETF,USD,50.5,9668789.966666667,0.695117895613736,1392537550.5,AMEX,SecurityBoard.Unknown
CYPH.US,Cypherpunk Technologies Inc.,USD,1.1,9654212.466666667,12.242122821312305,62317024.00000001,NASD,SecurityBoard.Unknown
BHPLF.US,BHP Group Limited,USD,31.8,9644248.851433333,0.006416070290843526,161477484353.4,OTC,SecurityBoard.Unknown
LDUR.US,PIMCO Enhanced Low Duration Active ETF,USD,96.025,9628971.566666666,1.0525868347338934,914158000.0,AMEX,SecurityBoard.Unknown
XRPZ.US,Franklin XRP ETF,USD,23.58,9628178.3,0.0,0.0,AMEX,SecurityBoard.Unknown
BCAT.US,BlackRock Capital Allocation Term ord,USD,14.42,9621819.2,0.6410758889852931,1510859407.82,NYSE,SecurityBoard.Unknown
MREO.US,Mereo BioPharma Group plc,USD,0.4218,9584426.3,12.170504012295057,67121751.06,NASD,SecurityBoard.Unknown
IEP.US,Icahn Enterprises L.P.,USD,7.75,9581674.1,0.20863886985906707,4651616006.75,NASD,SecurityBoard.Unknown
TSSI.US,"TSS, Inc.",USD,8.3,9575554.066666666,4.071696054102248,239413807.10000002,NASD,SecurityBoard.Unknown
VPLS.US,Vanguard Core-Plus Bond ETF,USD,78.315,9568342.133333333,1.530633646812957,624562125.0,NASD,SecurityBoard.Unknown
SIBN.US,"SI-BONE, Inc.",USD,21.4,9561165.233333332,1.12088909284192,928572835.5999999,NASD,SecurityBoard.Unknown
HLMN.US,Hillman Solutions Corp.,USD,9.47,9559718.133333333,0.5380271247021431,1868332871.8600001,NASD,SecurityBoard.Unknown
HESAY.US,Hermès International Société en commandite par actions,USD,244.93,9548632.203066668,0.003676235876020462,256778236472.1,OTC,SecurityBoard.Unknown
RILY.US,"BRC Group Holdings, Inc.",USD,6.12,9547367.0,6.263402837383166,187254043.92000002,NASD,SecurityBoard.Unknown
ALLW.US,SPDR Bridgewater ALL Weather ETF,USD,28.045,9544647.133333333,3.5592599647266314,265025250.00000003,NASD,SecurityBoard.Unknown
LBTYK.US,Liberty Global Ltd.,USD,10.87,9532728.533333333,0.254789332099369,3660788164.7999997,NASD,SecurityBoard.Unknown
BRRR.US,CoinShares Bitcoin ETF,USD,25.67,9522569.233333332,1.79637126984127,539070000.0,NASD,SecurityBoard.Unknown
BNDW.US,Vanguard Total World Bond ETF,USD,68.98,9521473.433333334,0.7423175202156334,1279579000.0,NASD,SecurityBoard.Unknown
UMH.US,"UMH Properties, Inc.",USD,15.92,9516784.933333334,0.713116064909498,1356872266.4,NYSE,SecurityBoard.Unknown
GOVZ.US,iShares 25+ Year Treasury STRIPS Bd ETF,USD,9.335,9506727.133333333,3.5371861502347417,265114000.00000003,AMEX,SecurityBoard.Unknown
PNRG.US,PrimeEnergy Resources Corporation,USD,165.27,9503774.633333333,3.306984709480122,270216450.0,NASD,SecurityBoard.Unknown
IMRX.US,Immuneering Corporation,USD,8.33,9496725.2,2.232804042370555,537867825.11,NASD,SecurityBoard.Unknown
KB.US,KB Financial Group Inc.,USD,85.26,9495577.066666666,0.030460990107980524,30802901188.5,NYSE,SecurityBoard.Unknown
AXIL.US,"AXIL Brands, Inc.",USD,6.17,9493714.133333333,15.08868256345548,41695113.89,AMEX,SecurityBoard.Unknown
SHG.US,"Shinhan Financial Group Co., Ltd.",USD,54.22,9487516.720333334,0.03659580992740814,26112077321.48,NYSE,SecurityBoard.Unknown
VRIG.US,Invesco Variable Rate Investment Grd ETF,USD,25.13,9480798.2,0.7852291060291061,1208753000.0,NASD,SecurityBoard.Unknown
DCO.US,Ducommun Incorporated,USD,100.04,9477172.466666667,0.6747071949287892,1495383614.2800002,NYSE,SecurityBoard.Unknown
FDIS.US,Fidelity MSCI Consumer Discret ETF,USD,104.03,9472446.466666667,0.48460578947368427,1976570000.0,AMEX,SecurityBoard.Unknown
FEGE.US,First Eagle Global Equity ETF,USD,47.04,9467347.2,2.3290144267274107,413011200.0,NYSE,SecurityBoard.Unknown
UHAL.US,U-Haul Holding Company,USD,53.05,9466728.3,0.09257211131277701,10401931534.0,NYSE,SecurityBoard.Unknown
ARES-B.US,,USD,52.73,9466415.866666667,0.0,0.0,NYSE,SecurityBoard.Unknown
BBMC.US,JPMorgan BetaBuilders US Mid Cap Eq ETF,USD,110.653,9451104.866666667,0.4624481045751634,2116238625.0,AMEX,SecurityBoard.Unknown
HXHX.US,Haoxin Holdings Limited,USD,0.56,9430925.266666668,84.33350133333334,7700000.000000001,NASD,SecurityBoard.Unknown
PFXF.US,VanEck Pref Secs ex Fincls ETF,USD,18.01,9424527.433333334,0.5043083372884037,1897353500.0000002,AMEX,SecurityBoard.Unknown
EMBC.US,Embecta Corp.,USD,12.5,9409351.8,1.3129887044953101,740149900.0,NASD,SecurityBoard.Unknown
CAIE.US,Calamos US Eq Autocallable Income ETF,USD,27.0,9404928.033333333,0.0,0.0,AMEX,SecurityBoard.Unknown
CENTA.US,Central Garden & Pet Company,USD,28.75,9385113.8,0.5007843447921759,1792065297.5,NASD,SecurityBoard.Unknown
FXO.US,First Trust Financials AlphaDEX® ETF,USD,61.47,9379157.666666666,0.40462461836830305,2345080622.94,AMEX,SecurityBoard.Unknown
SPGP.US,Invesco S&P 500 GARP ETF,USD,116.47,9369174.8,0.31660216299729627,3015408300.0,AMEX,SecurityBoard.Unknown
EAGL.US,Eagle Capital Select Equity ETF,USD,33.34,9362352.2,0.29507770892806456,3249432756.6000004,AMEX,SecurityBoard.Unknown
SFL.US,SFL Corporation Ltd.,USD,8.23,9344933.033333333,0.8814749934772381,1092925770.55,NYSE,SecurityBoard.Unknown
MPNGY.US,Meituan,USD,26.55,9336466.341766667,0.01173963217219923,81091185825.6,OTC,SecurityBoard.Unknown
IRHOU.US,,USD,9.94,9335993.642857144,4.688075357142858,198800000.0,NASD,SecurityBoard.Unknown
IMCG.US,iShares Morningstar Mid-Cap Growth ETF,USD,82.14,9334877.4,0.33001621363853123,2870793000.0,AMEX,SecurityBoard.Unknown
AAGIY.US,AIA Group Limited,USD,43.92,9328976.931466667,0.008551648957101119,115155071699.04001,OTC,SecurityBoard.Unknown
AVGG.US,Leverage Shares 2X Long AVGO Daily ETF,USD,26.6,9324539.766666668,259.47741666666667,3192000.0,NASD,SecurityBoard.Unknown
DFNM.US,Dimensional National Municipal Bond ETF,USD,48.38,9323020.866666667,0.5785946188340807,1618311000.0,AMEX,SecurityBoard.Unknown
AGRO.US,Adecoagro S.A.,USD,7.7,9308740.333333334,0.8561654851239106,1089286282.7,NYSE,SecurityBoard.Unknown
AIP.US,"Arteris, Inc.",USD,17.42,9308393.0,1.2912949010455972,760971325.6600001,NASD,SecurityBoard.Unknown
RXST.US,"RxSight, Inc.",USD,9.62,9307490.4,1.9526876871910415,395542076.79999995,NASD,SecurityBoard.Unknown
ARQQ.US,Arqit Quantum Inc.,USD,27.0,9301484.0,2.254265771241614,422600193.0,NASD,SecurityBoard.Unknown
ADACU.US,,USD,10.0,9300962.692307692,3.332751098901099,280000000.0,NASD,SecurityBoard.Unknown
NBY.US,"NovaBay Pharmaceuticals, Inc.",USD,10.64,9291833.033333333,1.4949038725788915,1340754369.3600001,AMEX,SecurityBoard.Unknown
NVA.US,Nova Minerals Limited,USD,7.16,9288814.464833332,3.352164151856009,239562502.0,NASD,SecurityBoard.Unknown
OCFC.US,OceanFirst Financial Corp.,USD,17.26,9286061.7,0.8601296754869259,990471158.2600001,NASD,SecurityBoard.Unknown
PDEC.US,Innovator U.S. Eq Power Buffer ETF - Dec,USD,43.61,9270983.333333334,0.8062386228482004,1161116250.0,AMEX,SecurityBoard.Unknown
BZH.US,"Beazer Homes USA, Inc.",USD,20.25,9269700.212766668,1.4736643060600685,588926274.75,NYSE,SecurityBoard.Unknown
CLMB.US,"Climb Global Solutions, Inc.",USD,111.55,9266333.833333334,1.9263836115974213,506102015.34999996,NASD,SecurityBoard.Unknown
WEAV.US,"Weave Communications, Inc.",USD,7.56,9249135.566666666,1.7286020051045452,589874722.92,NYSE,SecurityBoard.Unknown
E.US,Eni S.p.A.,USD,36.75,9248633.666666666,0.016198043648557498,55729877915.25,NYSE,SecurityBoard.Unknown
KRP.US,"Kimbell Royalty Partners, LP",USD,11.5,9244094.533333333,0.8263271812390491,1074059612.0,NYSE,SecurityBoard.Unknown
KW.US,"Kennedy-Wilson Holdings, Inc.",USD,9.9,9223541.9,0.6854777955806107,1365253500.6000001,NYSE,SecurityBoard.Unknown
IBTA.US,"Ibotta, Inc.",USD,22.4,9219347.065033333,1.529923139039573,595454854.4,NYSE,SecurityBoard.Unknown
CRON.US,Cronos Group Inc.,USD,2.67,9212055.466666667,0.8337120048969953,1022448705.3,NASD,SecurityBoard.Unknown
UVV.US,Universal Corporation,USD,53.13,9193126.166666666,0.6935178833672302,1324060965.15,NYSE,SecurityBoard.Unknown
GNK.US,Genco Shipping & Trading Limited,USD,18.87,9179325.7,1.1322307236299656,815998523.5500001,NYSE,SecurityBoard.Unknown
APOG.US,"Apogee Enterprises, Inc.",USD,32.11,9176444.133333333,1.149164169099151,690715962.3,NASD,SecurityBoard.Unknown
NGLOY.US,Anglo American plc,USD,21.13,9168152.192666668,0.021697453015809776,45604395799.159996,OTC,SecurityBoard.Unknown
EMLP.US,First Trust North Amer Engy InfrasETF,USD,37.44,9166922.933333334,0.27596219122514976,3261211200.0,AMEX,SecurityBoard.Unknown
TILE.US,"Interface, Inc.",USD,28.71,9166765.666666666,0.5586954150527301,1676394614.07,NASD,SecurityBoard.Unknown
HIHO.US,Highway Holdings Limited,USD,1.26,9159466.5,122.97337903983745,5798299.5,NASD,SecurityBoard.Unknown
IAUI.US,NEOS Gold High Income ETF,USD,57.4,9157128.366666667,56.245919540229885,16646000.0,AMEX,SecurityBoard.Unknown
SILA.US,"Sila Realty Trust, Inc.",USD,23.01,9154907.766666668,0.7175788582127888,1268307886.5600002,NYSE,SecurityBoard.Unknown
UFO.US,Procure Space ETF,USD,41.98,9152989.466666667,8.287548538011697,119642999.99999999,NASD,SecurityBoard.Unknown
NCL.US,Northann Corp.,USD,0.2811,9147448.466666667,131.48057861114003,6393086.5344,AMEX,SecurityBoard.Unknown
KYIV.US,Kyivstar Group Ltd.,USD,12.79,9136628.9,0.2876053927566288,2911748851.23,NASD,SecurityBoard.Unknown
CSLLY.US,CSL Limited,USD,57.33,9120728.3838,0.015964678344045212,55281118903.92,OTC,SecurityBoard.Unknown
CRDU.US,Tradr 2X Long CRDO Daily ETF,USD,14.25,9108840.7,0.0,0.0,AMEX,SecurityBoard.Unknown
IBHF.US,iShares iBonds 2026 Term HY & Inc ETF,USD,23.07,9104850.8,1.058472393736018,859357500.0,AMEX,SecurityBoard.Unknown
PFLT.US,PennantPark Floating Rate Capital Ltd.,USD,9.32,9102973.566666666,0.9906061704835991,924710790.72,NYSE,SecurityBoard.Unknown
DEC.US,Diversified Energy Company,USD,13.48,9098733.366666667,0.7882750136348645,1065327689.12,NYSE,SecurityBoard.Unknown
TRIB.US,Trinity Biotech plc,USD,0.7566,9094327.433333334,34.120613283867314,14047247.448,NASD,SecurityBoard.Unknown
CRANU.US,,USD,10.05,9088713.266666668,1.9913478707782675,456270000.00000006,NASD,SecurityBoard.Unknown
HAFC.US,Hanmi Financial Corporation,USD,27.57,9077656.466666667,1.080174088410288,818721449.4300001,NASD,SecurityBoard.Unknown
RERE.US,ATRenew Inc.,USD,5.75,9068527.2,0.7742775685098785,1283960659.5,NYSE,SecurityBoard.Unknown
GDXY.US,YieldMax Gold Miners Opt Inc Strgy ETF,USD,16.58,9067249.7,8.604937948717948,107769999.99999999,AMEX,SecurityBoard.Unknown
WS.US,"Worthington Steel, Inc.",USD,35.05,9043285.863533335,0.5098542512822294,1747491740.55,NYSE,SecurityBoard.Unknown
PROSY.US,Prosus N.V.,USD,12.62,9041624.000566667,0.006600030124450083,138695486991.12,OTC,SecurityBoard.Unknown
SXC.US,"SunCoke Energy, Inc.",USD,7.61,9038587.633333333,1.515572336939867,644304523.49,NYSE,SecurityBoard.Unknown
JFR.US,Nuveen Floating Rate Income,USD,7.88,9028393.033333333,0.8609183152931738,1056362753.56,NYSE,SecurityBoard.Unknown
WMK.US,"Weis Markets, Inc.",USD,63.89,9025254.366666667,0.5516600923695248,1580932302.33,NYSE,SecurityBoard.Unknown
EGBN.US,"Eagle Bancorp, Inc.",USD,20.91,9015998.433333334,1.4339156299071925,635062544.76,NASD,SecurityBoard.Unknown
NFLU.US,T-REX 2X Long NFLX Daily Target ETF,USD,30.32,9013006.4,104.87261333333333,7580000.0,AMEX,SecurityBoard.Unknown
OAKM.US,Oakmark U.S. Large Cap ETF,USD,28.7,8997461.766666668,0.0,0.0,AMEX,SecurityBoard.Unknown
NMAX.US,Newsmax Inc.,USD,7.73,8994933.566666666,0.7992351438562824,998168089.87,NYSE,SecurityBoard.Unknown
GOOY.US,YieldMax GOOGL Option Income Stgy ETF,USD,14.87,8994559.633333333,5.470873363774734,162826500.0,AMEX,SecurityBoard.Unknown
HYT.US,BlackRock Corp High Yield,USD,8.86,8980497.566666666,0.626101914879136,1402417388.82,NYSE,SecurityBoard.Unknown
IGOV.US,iShares International Treasury Bond ETF,USD,41.7,8978394.8,0.753980985915493,1184280000.0,NASD,SecurityBoard.Unknown
MRTN.US,"Marten Transport, Ltd.",USD,12.42,8950621.866666667,0.9617720257850148,1012483666.08,NASD,SecurityBoard.Unknown
CWEN.A.US,"Clearway Energy, Inc.",USD,30.17,8948514.2,0.23661985771795332,3604071452.94,NYSE,SecurityBoard.Unknown
TLK.US,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,USD,21.28,8933947.6,0.0421171614657695,21080067292.48,NYSE,SecurityBoard.Unknown
RGTU.US,Tradr 2X Long RGTI Daily ETF,USD,19.24,8933367.933333334,4012.4273333333335,192399.99999999997,AMEX,SecurityBoard.Unknown
WOOF.US,"Petco Health and Wellness Company, Inc.",USD,3.0,8931942.633333333,1.0291825168645954,843732366.0,NASD,SecurityBoard.Unknown
DASTY.US,Dassault Systèmes SE,USD,28.25,8928020.801633334,0.024696683168095965,37179686151.25,OTC,SecurityBoard.Unknown
BAC-L.US,,USD,1259.0,8927210.027133334,0.0,0.0,NYSE,SecurityBoard.Unknown
IXHL.US,Incannex Healthcare Inc.,USD,0.389,8925526.766666668,5.939591446681022,134681722.223,NASD,SecurityBoard.Unknown
BRTR.US,iShares Total Return Active ETF,USD,50.915,8924524.233333332,3.9869325757575758,224026000.0,NASD,SecurityBoard.Unknown
ALNT.US,Allient Inc.,USD,57.0,8913727.966666667,0.9609728145258326,965779329.0,NASD,SecurityBoard.Unknown
TDIV.US,First Trust NASDAQ Technology Div ETF,USD,98.758,8913196.266666668,0.2487136816259719,3619974490.0,NASD,SecurityBoard.Unknown
XRX.US,Xerox Holdings Corporation,USD,2.52,8903449.0,2.6394302897500794,322660827.72,NASD,SecurityBoard.Unknown
CWEB.US,Direxion Dly CSI CHN Itnet Bull 2X Shrs,USD,43.35,8901480.666666666,3.1810853535538417,280651671.45,AMEX,SecurityBoard.Unknown
LHAI.US,Linkhome Holdings Inc.,USD,7.27,8892962.333333334,5.307009036763195,117992100.0,NASD,SecurityBoard.Unknown
JIVE.US,JPMorgan International Value ETF,USD,81.603,8889228.366666667,1.6850242424242423,538579800.0,NASD,SecurityBoard.Unknown
